iter	Logloss
455	0.4053694783
456	0.4053313037
457	0.4052925494
458	0.4052601703
459	0.4052300255
460	0.4051971868
461	0.4051609244
462	0.4051174074
463	0.4050900581
464	0.4050603047
465	0.405027849
466	0.4050027318
467	0.4049694338
468	0.4049355937
469	0.4048970697
470	0.4048530091
471	0.4048305201
472	0.4047915769
473	0.4047535088
474	0.4047055865
475	0.4046811089
476	0.4046537618
477	0.4046194645
478	0.4045986087
479	0.4045599181
480	0.4045183079
481	0.4044893495
482	0.4044625939
483	0.4044288363
484	0.4043881905
485	0.4043470548
486	0.4043181611
487	0.4042836349
488	0.4042493958
489	0.4042198912
490	0.4041830868
491	0.4041388406
492	0.4041135699
493	0.4040836407
494	0.4040534646
495	0.4040265589
496	0.404001531
497	0.403972367
498	0.4039302616
499	0.4038919088
500	0.4038553054
501	0.4038251197
502	0.4037932989
503	0.4037665553
504	0.4037339896
505	0.4037038517
506	0.4036825578
507	0.4036646208
508	0.4036233448
509	0.403598056
510	0.4035665918
511	0.403525895
512	0.4035008494
513	0.4034683394
514	0.4034338531
515	0.4033927308
516	0.4033714274
517	0.4033549888
518	0.4033315444
519	0.4032968708
520	0.4032520739
521	0.4032156412
522	0.403178202
523	0.4031515104
524	0.4031217117
525	0.4030964561
526	0.4030660053
527	0.403048685
528	0.4030080297
529	0.4029826474
530	0.4029494734
531	0.4029226541
532	0.4029008486
533	0.4028713132
534	0.402844317
535	0.40281556
536	0.4027871725
537	0.4027618824
538	0.4027271654
539	0.4027002722
540	0.4026728539
541	0.4026391916
542	0.4026134702
543	0.4025815206
544	0.4025620633
545	0.4025339202
546	0.4025016419
547	0.4024697143
548	0.4024421853
549	0.4024163263
550	0.4023903118
551	0.4023687519
552	0.4023383163
553	0.4023091122
554	0.4022769284
555	0.4022504041
556	0.4022305477
557	0.4022108741
558	0.40218634
559	0.4021600842
560	0.4021383951
561	0.4021150386
562	0.4020722439
563	0.4020478358
564	0.4020301317
565	0.4020003165
566	0.4019737967
567	0.4019453222
568	0.4019193404
569	0.401892122
570	0.4018595742
571	0.4018376211
572	0.4018129626
573	0.4017929964
574	0.4017631387
575	0.4017441793
576	0.401707066
577	0.4016802204
578	0.4016521993
579	0.4016287675
580	0.401606101
581	0.4015810652
582	0.4015502566
583	0.4015195629
584	0.4014982238
585	0.4014691278
586	0.4014373128
587	0.4014123222
588	0.4013927164
589	0.4013697953
590	0.4013426322
591	0.4013058847
592	0.401270919
593	0.4012476181
594	0.4012209051
595	0.4011964545
596	0.4011722071
597	0.4011558147
598	0.4011256382
599	0.4011046814
600	0.4010797152
601	0.4010569413
602	0.4010282531
603	0.401000651
604	0.400963245
605	0.4009336848
606	0.4009109864
607	0.4008856905
608	0.4008518445
609	0.4008270868
610	0.4008050368
611	0.4007796107
612	0.4007487068
613	0.4007224069
614	0.4006982806
615	0.4006714454
616	0.4006384846
617	0.4006123399
618	0.4005947417
619	0.4005634105
620	0.4005409313
621	0.4005160776
622	0.4004838176
623	0.4004479702
624	0.4004272665
625	0.4003987466
626	0.4003677564
627	0.4003397988
628	0.4003155261
629	0.4002897293
630	0.4002664077
631	0.4002400286
632	0.4002114479
633	0.4001901919
634	0.4001682074
635	0.4001348975
636	0.4001140875
637	0.4000901168
638	0.4000639378
639	0.4000338916
640	0.4000049886
641	0.3999767289
642	0.3999565267
643	0.3999317602
644	0.39990787
645	0.3998840657
646	0.3998517938
647	0.3998198072
648	0.3997867074
649	0.3997645868
650	0.3997321829
651	0.3997067768
652	0.3996860689
653	0.3996605675
654	0.3996353645
655	0.3996068136
656	0.3995890074
657	0.3995635005
658	0.3995348644
659	0.3995148516
660	0.3994869795
661	0.3994602745
662	0.399437642
663	0.3994095404
664	0.3993796855
665	0.3993601552
666	0.3993311846
667	0.3993099702
668	0.3992800685
669	0.3992537413
670	0.3992258224
671	0.3991998101
672	0.399178523
673	0.399155352
674	0.399131707
675	0.3991119925
676	0.3990729826
677	0.399058617
678	0.3990365392
679	0.3990161794
680	0.3989914981
681	0.3989665056
682	0.3989389682
683	0.3989172133
684	0.3988937326
685	0.398860323
686	0.3988271251
687	0.3988100541
688	0.3987823037
689	0.3987540884
690	0.3987252146
691	0.3986961244
692	0.3986677704
693	0.3986393372
694	0.3986133024
695	0.3985793734
696	0.3985540524
697	0.3985360056
698	0.3985124215
699	0.3985011539
700	0.398473014
701	0.3984453545
702	0.3984209597
703	0.3983954663
704	0.3983707614
705	0.3983463522
706	0.398323864
707	0.3982999251
708	0.3982743737
709	0.3982452209
710	0.398215902
711	0.3981958459
712	0.3981718475
713	0.3981372776
714	0.3981165476
715	0.3980929008
716	0.3980747791
717	0.3980539079
718	0.39802941
719	0.3980001868
720	0.3979776371
721	0.3979545049
722	0.3979241567
723	0.397910387
724	0.3978872138
725	0.3978568625
726	0.3978332189
727	0.397818285
728	0.3978020847
729	0.397778416
730	0.3977527023
731	0.3977267307
732	0.3977025051
733	0.3976788982
734	0.3976506158
735	0.3976290355
736	0.3976026391
737	0.3975853168
738	0.3975623945
739	0.3975337056
740	0.3975109641
741	0.3974952543
742	0.3974764068
743	0.3974543071
744	0.3974255369
745	0.3974102657
746	0.3973920989
747	0.3973711834
748	0.3973509376
749	0.3973272398
750	0.3973088182
751	0.3972852062
752	0.3972577562
753	0.3972381812
754	0.3972245961
755	0.3972035522
756	0.3971759988
757	0.3971504191
758	0.3971304209
759	0.3971095481
760	0.3970924891
761	0.3970648582
762	0.3970457145
763	0.3970191876
764	0.3969994493
765	0.3969780936
766	0.3969535156
767	0.3969296494
768	0.3969026269
769	0.3968841922
770	0.3968643842
771	0.3968457155
772	0.3968236524
773	0.3968046899
774	0.396777933
775	0.3967595976
776	0.3967353181
777	0.3967202943
778	0.3966992559
779	0.3966752141
780	0.3966633178
781	0.3966343853
782	0.3966119916
783	0.3965813779
784	0.3965638051
785	0.3965371808
786	0.3965180764
787	0.3965022547
788	0.3964850111
789	0.3964621276
790	0.3964366997
791	0.3964116535
792	0.3963887905
793	0.3963717325
794	0.3963509399
795	0.3963287558
796	0.3963083054
797	0.3962874972
798	0.3962637829
799	0.3962426795
800	0.3962168455
801	0.396198686
802	0.3961767141
803	0.3961632031
804	0.3961372317
805	0.3961166459
806	0.396098779
807	0.3960749996
808	0.3960531145
809	0.3960352851
810	0.3960170167
811	0.3959891032
812	0.3959675266
813	0.3959479344
814	0.3959219528
815	0.3958997033
816	0.3958805448
817	0.3958564999
818	0.3958358769
819	0.395822115
820	0.3958016502
821	0.3957915099
822	0.3957644926
823	0.3957525237
824	0.3957362935
825	0.3957113435
826	0.3956886714
827	0.3956680762
828	0.3956546081
829	0.3956372607
830	0.3956142414
831	0.3955905781
832	0.3955723308
833	0.395551527
834	0.3955303693
835	0.3955119882
836	0.3954912817
837	0.3954726326
838	0.3954559796
839	0.3954290728
840	0.3954064431
841	0.3953804958
842	0.3953587657
843	0.3953422023
844	0.3953190727
845	0.395302256
846	0.3952774927
847	0.3952563494
848	0.3952341696
849	0.3952156611
850	0.3951993241
851	0.395174532
852	0.3951579895
853	0.3951333929
854	0.3951171284
855	0.3950968944
856	0.3950761009
857	0.3950528556
858	0.3950368888
859	0.3950187941
860	0.3949973324
861	0.3949816974
862	0.3949631966
863	0.3949385944
864	0.3949065666
865	0.3948855976
866	0.3948696253
867	0.3948496757
868	0.3948250572
869	0.3948074399
870	0.3947885683
871	0.3947697663
872	0.3947471047
873	0.3947281682
874	0.3947119386
875	0.3946826946
876	0.394653003
877	0.3946302564
878	0.3946079194
879	0.3945952246
880	0.3945760088
881	0.3945631096
882	0.3945507347
883	0.3945281114
884	0.3945080075
885	0.3944901566
886	0.3944775656
887	0.3944646252
888	0.3944451451
889	0.3944286507
890	0.3944196263
891	0.3944068724
892	0.3943927018
893	0.3943735709
894	0.3943536595
895	0.3943377704
896	0.3943211508
897	0.3942925331
898	0.3942717389
899	0.39425075
900	0.3942318986
901	0.3942104696
902	0.3941957048
903	0.3941740242
904	0.3941473595
905	0.3941169108
906	0.3940992714
907	0.3940906562
908	0.3940661779
909	0.3940486536
910	0.3940268966
911	0.3940105644
912	0.3939843511
913	0.393970181
914	0.3939541423
915	0.3939399683
916	0.3939289411
917	0.393910101
918	0.3938798901
919	0.3938498473
920	0.3938314687
921	0.3938138536
922	0.3937929583
923	0.3937672065
924	0.3937518525
925	0.3937330161
926	0.3937092607
927	0.3937000504
928	0.3936797279
929	0.3936568955
930	0.3936340382
931	0.3936148916
932	0.3935976328
933	0.3935714814
934	0.3935515806
935	0.3935311713
936	0.3935134061
937	0.3934842884
938	0.3934650042
939	0.3934467501
940	0.3934238658
941	0.3934045586
942	0.3933820456
943	0.3933620582
944	0.3933446853
945	0.3933280872
946	0.3933116099
947	0.3932924437
948	0.3932721116
949	0.3932374794
950	0.3932195259
951	0.3931999069
952	0.3931781112
953	0.3931594995
954	0.3931370202
955	0.3931192581
956	0.3930994944
957	0.3930757364
958	0.3930543954
959	0.3930370467
960	0.3930065568
961	0.3929880221
962	0.3929598859
963	0.3929392746
964	0.3929239525
965	0.3929091318
966	0.3928897541
967	0.3928730288
968	0.3928540617
969	0.3928393862
970	0.3928182711
971	0.3927994889
972	0.3927787829
973	0.3927680529
974	0.3927392043
975	0.3927198743
976	0.3927009595
977	0.3926793792
978	0.392655255
979	0.3926271072
980	0.3926105541
981	0.3925926342
982	0.3925786561
983	0.3925605462
984	0.3925431812
985	0.3925291238
986	0.3925102143
987	0.3924931185
988	0.3924780062
989	0.3924554312
990	0.3924316328
991	0.392407867
992	0.3923961558
993	0.3923765643
994	0.3923539221
995	0.3923336563
996	0.3923115173
997	0.3922820623
998	0.3922550413
999	0.3922346034
1000	0.3922149978
1001	0.3921959463
1002	0.3921740095
1003	0.3921570663
1004	0.3921369686
1005	0.3921165164
1006	0.3920997384
1007	0.3920759889
1008	0.3920574873
1009	0.3920354154
1010	0.3920176455
1011	0.3919859325
1012	0.3919674719
1013	0.3919546058
1014	0.3919320902
1015	0.3919117343
1016	0.3918965157
1017	0.3918723468
1018	0.3918622571
1019	0.3918421883
1020	0.391820666
1021	0.3917947397
1022	0.3917710197
1023	0.3917494033
1024	0.3917296338
1025	0.3917125994
1026	0.3916964645
1027	0.3916676158
1028	0.3916472733
1029	0.3916243994
1030	0.3915998396
1031	0.3915831478
1032	0.391566811
1033	0.3915441379
1034	0.3915182701
1035	0.3914955351
1036	0.3914789639
1037	0.3914686595
1038	0.3914490634
1039	0.3914328577
1040	0.3914184471
1041	0.3914007319
1042	0.3913872581
1043	0.3913647029
1044	0.3913525604
1045	0.3913340292
1046	0.3913087283
1047	0.3912859131
1048	0.3912664786
1049	0.3912393586
1050	0.3912232841
1051	0.3912013053
1052	0.3911762447
1053	0.3911571651
1054	0.3911405308
1055	0.3911215072
1056	0.391103758
1057	0.3910878506
1058	0.3910648878
1059	0.3910372404
1060	0.3910087405
1061	0.3909839071
1062	0.390961158
1063	0.3909344035
1064	0.3909110066
1065	0.3908846298
1066	0.3908641409
1067	0.390844193
1068	0.39082652
1069	0.3908121032
1070	0.3907894143
1071	0.3907734782
1072	0.390755802
1073	0.3907297001
1074	0.3907020727
1075	0.3906799037
1076	0.3906553146
1077	0.3906281031
1078	0.3906070696
1079	0.3905861267
1080	0.390560185
1081	0.3905388969
1082	0.3905190762
1083	0.390494419
1084	0.3904734833
1085	0.3904480105
1086	0.3904276302
1087	0.3904072965
1088	0.3903811045
1089	0.3903574908
1090	0.3903381598
1091	0.3903159419
1092	0.390288319
1093	0.3902641532
1094	0.3902457672
1095	0.3902255103
1096	0.3902128068
1097	0.3901963215
1098	0.3901727144
1099	0.3901511624
1100	0.3901293407
1101	0.3901044311
1102	0.3900856328
1103	0.3900590001
1104	0.3900347888
1105	0.3900151524
1106	0.3899847401
1107	0.3899606544
1108	0.389942773
1109	0.3899167247
1110	0.3898932132
1111	0.3898879385
1112	0.3898665245
1113	0.3898367879
1114	0.3898277113
1115	0.3898050685
1116	0.389782801
1117	0.3897544758
1118	0.3897377999
1119	0.3897125841
1120	0.3896961378
1121	0.3896768016
1122	0.389656062
1123	0.3896385532
1124	0.3896167731
1125	0.3895964707
1126	0.3895795284
1127	0.3895577986
1128	0.3895266136
1129	0.3895044138
1130	0.3894699289
1131	0.3894479567
1132	0.3894404118
1133	0.3894147404
1134	0.3893927818
1135	0.3893730811
1136	0.3893476754
1137	0.3893259002
1138	0.3892999474
1139	0.3892833264
1140	0.3892670325
1141	0.3892520175
1142	0.3892235484
1143	0.3891972994
1144	0.3891731185
1145	0.3891516981
1146	0.3891361304
1147	0.389107812
1148	0.3890900154
1149	0.3890718894
1150	0.3890481487
1151	0.3890141204
1152	0.3889925323
1153	0.3889697211
1154	0.3889448452
1155	0.388928295
1156	0.3889029229
1157	0.3888818172
1158	0.3888575359
1159	0.3888289567
1160	0.3888071526
1161	0.3887855164
1162	0.3887685919
1163	0.3887467301
1164	0.3887227947
1165	0.3887046225
1166	0.3886758006
1167	0.3886486534
1168	0.3886291791
1169	0.3886089613
1170	0.3885844993
1171	0.3885536455
1172	0.3885350994
1173	0.3885134212
1174	0.3884920198
1175	0.3884608507
1176	0.3884401039
1177	0.3884339854
1178	0.3884148505
1179	0.3883961826
1180	0.3883682477
1181	0.3883448311
1182	0.3883255282
1183	0.3883023767
1184	0.3882812359
1185	0.3882621274
1186	0.3882410964
1187	0.3882340994
1188	0.3882149434
1189	0.3881944446
1190	0.3881833299
1191	0.3881537472
1192	0.3881317009
1193	0.388109455
1194	0.3880811208
1195	0.3880552634
1196	0.3880489469
1197	0.3880326277
1198	0.3880077871
1199	0.3879788109
1200	0.387956282
1201	0.3879360127
1202	0.3879202157
1203	0.3879005868
1204	0.387875443
1205	0.3878478444
1206	0.3878225629
1207	0.3877967955
1208	0.3877680004
1209	0.3877504489
1210	0.3877275426
1211	0.3876980142
1212	0.3876794958
1213	0.3876598233
1214	0.3876484644
1215	0.3876402607
1216	0.3876159583
1217	0.3875914071
1218	0.3875709929
1219	0.3875544087
1220	0.3875323177
1221	0.3875238339
1222	0.3875016641
1223	0.3874820357
1224	0.3874622737
1225	0.3874440784
1226	0.3874208989
1227	0.3873979978
1228	0.3873766255
1229	0.3873566463
1230	0.3873302888
1231	0.3873028902
1232	0.3872731428
1233	0.3872466255
1234	0.3872298148
1235	0.387204393
1236	0.3871844301
1237	0.3871623073
1238	0.3871388585
1239	0.3871169599
1240	0.3871016122
1241	0.3870920736
1242	0.3870693311
1243	0.3870470296
1244	0.3870290976
1245	0.3870075645
1246	0.3869857438
1247	0.3869677081
1248	0.3869508044
1249	0.3869230681
1250	0.386903501
1251	0.3868758904
1252	0.3868539791
1253	0.3868498386
1254	0.3868278266
1255	0.3868108734
1256	0.3868029874
1257	0.3867828003
1258	0.386756641
1259	0.3867369986
1260	0.3867072103
1261	0.3866863652
1262	0.3866670626
1263	0.3866481525
1264	0.3866254891
1265	0.3866080039
1266	0.3865802004
1267	0.3865544999
1268	0.3865322571
1269	0.3865136113
1270	0.3864964566
1271	0.3864663666
1272	0.3864396464
1273	0.3864363839
1274	0.3864183623
1275	0.386396003
1276	0.3863694446
1277	0.38633831
1278	0.3863350015
1279	0.38632777
1280	0.3863014329
1281	0.3862993833
1282	0.3862788599
1283	0.3862630313
1284	0.3862456723
1285	0.386220114
1286	0.3861982151
1287	0.3861778735
1288	0.3861551108
1289	0.3861338899
1290	0.3861110569
1291	0.3860916886
1292	0.3860789074
1293	0.3860558918
1294	0.3860359083
1295	0.3860141397
1296	0.3859861398
1297	0.3859658665
1298	0.385940895
1299	0.3859223067
1300	0.3859171041
1301	0.3858940999
1302	0.3858919604
1303	0.3858686991
1304	0.3858484248
1305	0.3858384016
1306	0.385817609
1307	0.3857983085
1308	0.3857690121
1309	0.3857371666
1310	0.3857243835
1311	0.3857039476
1312	0.385681877
1313	0.3856614117
1314	0.385639257
1315	0.3856168656
1316	0.3855951947
1317	0.385570855
1318	0.3855619165
1319	0.3855408523
1320	0.385535973
1321	0.3855113783
1322	0.3855088519
1323	0.3854913423
1324	0.3854809252
1325	0.3854614918
1326	0.3854408969
1327	0.3854219263
1328	0.385396082
1329	0.3853748333
1330	0.3853470027
1331	0.3853323693
1332	0.3853062746
1333	0.3852768138
1334	0.385247628
1335	0.3852262423
1336	0.3852008697
1337	0.3851808333
1338	0.3851582784
1339	0.3851373385
1340	0.3851212231
1341	0.385104428
1342	0.3850879107
1343	0.3850590197
1344	0.3850510768
1345	0.3850354474
1346	0.3850142454
1347	0.3849951592
1348	0.3849860526
1349	0.3849633826
1350	0.3849346013
1351	0.3849054833
1352	0.3848855207
1353	0.3848832313
1354	0.3848589823
1355	0.384837988
1356	0.384806522
1357	0.384787991
1358	0.3847846897
1359	0.3847821705
1360	0.3847577238
1361	0.3847381238
1362	0.3847340049
1363	0.3847058323
1364	0.3846827951
1365	0.3846645838
1366	0.3846527707
1367	0.3846260505
1368	0.3846018296
1369	0.3845839812
1370	0.3845629444
1371	0.3845378265
1372	0.3845199016
1373	0.3844967548
1374	0.3844738075
1375	0.3844492888
1376	0.3844248287
1377	0.3844042724
1378	0.3843800377
1379	0.3843608373
1380	0.3843425859
1381	0.3843264719
1382	0.3843033277
1383	0.3842755001
1384	0.3842667787
1385	0.3842392814
1386	0.3842147139
1387	0.3841917849
1388	0.3841739026
1389	0.3841492969
1390	0.3841319569
1391	0.3841073884
1392	0.3840876089
1393	0.3840663353
1394	0.3840639541
1395	0.3840436841
1396	0.3840163866
1397	0.3839898032
1398	0.3839685814
1399	0.3839467784
1400	0.3839298185
1401	0.3839091711
1402	0.38390382
1403	0.3838782037
1404	0.383854632
1405	0.3838317829
1406	0.3838072443
1407	0.3837855873
1408	0.3837613757
1409	0.3837532376
1410	0.3837335533
1411	0.3837102726
1412	0.3836847224
1413	0.3836669426
1414	0.383640042
1415	0.3836167436
1416	0.3836005467
1417	0.3835796959
1418	0.3835614775
1419	0.3835385568
1420	0.3835185666
1421	0.3834967242
1422	0.3834748409
1423	0.3834540081
1424	0.3834516428
1425	0.3834278105
1426	0.383402489
1427	0.3833804789
1428	0.3833600559
1429	0.383339332
1430	0.3833209042
1431	0.3832983102
1432	0.3832810479
1433	0.3832579034
1434	0.3832349213
1435	0.3832122065
1436	0.3831919605
1437	0.3831657201
1438	0.3831491228
1439	0.3831225214
1440	0.3831155797
1441	0.3830994274
1442	0.3830815485
1443	0.3830589052
1444	0.3830396895
1445	0.3830271527
1446	0.3830131425
1447	0.3830060251
1448	0.3829801164
1449	0.3829493665
1450	0.3829274571
1451	0.3829024017
1452	0.3828817567
1453	0.3828602299
1454	0.382840014
1455	0.3828158133
1456	0.3827950985
1457	0.3827687321
1458	0.3827510176
1459	0.382744089
1460	0.3827181549
1461	0.382695307
1462	0.3826723606
1463	0.3826656112
1464	0.3826488942
1465	0.3826240145
1466	0.3826037964
1467	0.3825852769
1468	0.3825607136
1469	0.3825388739
1470	0.3825177059
1471	0.3824968286
1472	0.3824901686
1473	0.3824828639
1474	0.38246525
1475	0.3824455428
1476	0.3824237331
1477	0.382402692
1478	0.3823839671
1479	0.3823676644
1480	0.3823472895
1481	0.3823226731
1482	0.3822994762
1483	0.382292552
1484	0.3822710295
1485	0.3822528802
1486	0.382230786
1487	0.3822139756
1488	0.3821922015
1489	0.3821691076
1490	0.3821463374
1491	0.382142165
1492	0.3821214439
1493	0.3820960169
1494	0.3820836601
1495	0.3820658495
1496	0.3820422853
1497	0.3820259975
1498	0.381999324
1499	0.3819723027
1500	0.3819528251
1501	0.3819381079
1502	0.3819177638
1503	0.3818977704
1504	0.3818693113
1505	0.3818474284
1506	0.3818240612
1507	0.3818043396
1508	0.3817838158
1509	0.3817621865
1510	0.3817451207
1511	0.3817227371
