iter	Passed	Remaining
1664	143775	201630
1665	143893	201589
1666	144010	201544
1667	144122	201494
1668	144212	201413
1669	144315	201350
1670	144429	201302
1671	144538	201247
1672	144629	201167
1673	144757	201139
1674	144855	201068
1675	144973	201025
1676	145107	201005
1677	145228	200965
1678	145320	200886
1679	145432	200835
1680	145519	200750
1681	145612	200672
1682	145693	200576
1683	145768	200474
1684	145905	200458
1685	146020	200410
1686	146140	200368
1687	146266	200335
1688	146372	200275
1689	146496	200241
1690	146610	200191
1691	146717	200131
1692	146829	200079
1693	146920	199999
1694	147045	199964
1695	147128	199872
1696	147265	199854
1697	147384	199810
1698	147499	199762
1699	147595	199687
1700	147719	199651
1701	147864	199643
1702	147965	199575
1703	148051	199487
1704	148154	199422
1705	148292	199403
1706	148395	199338
1707	148473	199240
1708	148561	199153
1709	148627	199039
1710	148727	198969
1711	148836	198912
1712	148950	198861
1713	149081	198833
1714	149197	198784
1715	149307	198728
1716	149416	198671
1717	149544	198638
1718	149632	198552
1719	149778	198543
1720	149894	198494
1721	149985	198413
1722	150132	198404
1723	150253	198363
1724	150347	198284
1725	150441	198205
1726	150522	198111
1727	150645	198070
1728	150750	198007
1729	150840	197923
1730	150975	197899
1731	151103	197864
1732	151213	197807
1733	151301	197721
1734	151411	197663
1735	151504	197584
1736	151635	197553
1737	151743	197493
1738	151854	197437
1739	151981	197400
1740	152100	197355
1741	152182	197260
1742	152320	197238
1743	152440	197193
1744	152549	197134
1745	152646	197059
1746	152797	197054
1747	152916	197007
1748	153021	196941
1749	153146	196902
1750	153264	196853
1751	153377	196799
1752	153492	196747
1753	153590	196672
1754	153706	196622
1755	153815	196561
1756	153918	196492
1757	154023	196428
1758	154158	196401
1759	154274	196349
1760	154379	196283
1761	154453	196178
1762	154567	196124
1763	154656	196039
1764	154758	195968
1765	154872	195915
1766	154987	195860
1767	155087	195788
1768	155178	195705
1769	155289	195646
1770	155417	195610
1771	155516	195536
1772	155624	195474
1773	155700	195371
1774	155805	195305
1775	155883	195205
1776	155985	195135
1777	156117	195103
1778	156213	195025
1779	156309	194948
1780	156410	194876
1781	156530	194829
1782	156659	194791
1783	156759	194718
1784	156859	194646
1785	156948	194559
1786	157054	194494
1787	157146	194411
1788	157263	194359
1789	157363	194286
1790	157463	194213
1791	157560	194137
1792	157696	194108
1793	157792	194030
1794	157917	193987
1795	158068	193977
1796	158147	193878
1797	158244	193800
1798	158357	193743
1799	158459	193672
1800	158559	193599
1801	158684	193556
1802	158785	193483
1803	158879	193403
1804	158981	193331
1805	159093	193272
1806	159205	193214
1807	159313	193149
1808	159390	193048
1809	159496	192982
1810	159575	192882
1811	159684	192819
1812	159793	192757
1813	159912	192705
1814	160027	192650
1815	160136	192587
1816	160251	192530
1817	160378	192490
1818	160473	192409
1819	160574	192336
1820	160686	192277
1821	160777	192191
1822	160880	192121
1823	160982	192048
1824	161093	191987
1825	161216	191940
1826	161332	191885
1827	161426	191804
1828	161544	191751
1829	161676	191714
1830	161782	191647
1831	161875	191564
1832	161983	191499
1833	162098	191442
1834	162211	191382
1835	162296	191290
1836	162420	191243
1837	162510	191157
1838	162629	191105
1839	162760	191066
1840	162902	191041
1841	163068	191042
1842	163163	190962
1843	163265	190889
1844	163373	190823
1845	163460	190733
1846	163573	190673
1847	163685	190612
1848	163797	190551
1849	163899	190477
1850	164034	190443
1851	164206	190450
1852	164289	190356
1853	164364	190251
1854	164484	190199
1855	164586	190126
1856	164692	190057
1857	164821	190014
1858	164916	189933
1859	165037	189881
1860	165160	189832
1861	165302	189804
1862	165452	189786
1863	165578	189740
1864	165698	189687
1865	165812	189626
1866	165887	189522
1867	165996	189456
1868	166100	189384
1869	166190	189296
1870	166314	189248
1871	166457	189220
1872	166600	189193
1873	166758	189182
1874	166843	189089
1875	166942	189011
1876	167052	188946
1877	167162	188881
1878	167274	188818
1879	167373	188740
1880	167477	188668
1881	167585	188600
1882	167737	188581
1883	167846	188515
1884	167983	188480
1885	168108	188431
1886	168213	188360
1887	168314	188284
1888	168437	188232
1889	168534	188151
1890	168635	188076
1891	168721	187983
1892	168849	187937
1893	168958	187870
1894	169081	187818
1895	169212	187775
1896	169343	187733
1897	169455	187668
1898	169558	187594
1899	169642	187499
1900	169775	187458
1901	169889	187396
1902	170003	187333
1903	170106	187260
1904	170243	187222
1905	170339	187140
1906	170486	187115
1907	170623	187077
1908	170706	186981
1909	170791	186886
1910	170918	186838
1911	171028	186771
1912	171138	186704
1913	171260	186650
1914	171359	186571
1915	171489	186525
1916	171612	186473
1917	171771	186458
1918	171871	186380
1919	171978	186309
1920	172078	186231
1921	172199	186175
1922	172319	186119
1923	172416	186037
1924	172511	185954
1925	172649	185916
1926	172787	185879
1927	172972	185891
1928	173123	185867
1929	173247	185814
1930	173356	185745
1931	173463	185673
1932	173579	185612
1933	173663	185516
1934	173785	185460
1935	173895	185393
1936	174014	185334
1937	174117	185258
1938	174249	185212
1939	174392	185179
1940	174501	185110
1941	174638	185070
1942	174755	185008
1943	174838	184911
1944	174964	184859
1945	175070	184786
1946	175174	184711
1947	175269	184626
1948	175383	184561
1949	175532	184534
1950	175660	184484
1951	175785	184430
1952	175931	184399
1953	176054	184343
1954	176172	184283
1955	176272	184202
1956	176360	184110
1957	176462	184033
1958	176580	183972
1959	176709	183921
1960	176815	183848
1961	176987	183843
1962	177140	183818
1963	177262	183760
1964	177379	183698
1965	177500	183640
1966	177618	183578
1967	177722	183502
1968	177833	183433
1969	177978	183399
1970	178092	183333
1971	178215	183276
1972	178346	183227
1973	178483	183185
1974	178607	183129
1975	178694	183035
1976	178820	182981
1977	178951	182932
1978	179078	182878
1979	179186	182806
1980	179294	182733
1981	179450	182710
1982	179573	182652
1983	179715	182614
1984	179839	182557
1985	179956	182493
1986	180065	182421
1987	180177	182352
1988	180279	182273
1989	180377	182190
1990	180507	182139
1991	180640	182091
1992	180767	182037
1993	180917	182006
1994	181038	181945
1995	181127	181853
1996	181226	181770
1997	181336	181699
1998	181452	181633
1999	181547	181547
2000	181657	181475
2001	181764	181401
2002	181869	181324
2003	182029	181303
2004	182209	181300
2005	182304	181213
2006	182399	181126
2007	182526	181072
2008	182631	180995
2009	182753	180934
2010	182865	180864
2011	182994	180812
2012	183120	180755
2013	183240	180693
2014	183399	180668
2015	183510	180597
2016	183620	180525
2017	183741	180464
2018	183860	180399
2019	183966	180323
2020	184069	180244
2021	184202	180194
2022	184273	180083
2023	184403	180030
2024	184529	179972
2025	184647	179907
2026	184776	179853
2027	184863	179759
2028	184978	179690
2029	185081	179610
2030	185175	179522
2031	185269	179434
2032	185398	179379
2033	185492	179291
2034	185612	179227
2035	185723	179155
2036	185883	179130
2037	186025	179088
2038	186129	179009
2039	186231	178927
2040	186355	178868
2041	186449	178779
2042	186563	178710
2043	186646	178610
2044	186775	178555
2045	186887	178483
2046	187019	178431
2047	187170	178397
2048	187299	178340
2049	187432	178289
2050	187544	178217
2051	187632	178123
2052	187758	178063
2053	187897	178017
2054	188003	177940
2055	188093	177847
2056	188230	177798
2057	188363	177745
2058	188490	177688
2059	188630	177642
2060	188760	177587
2061	188875	177517
2062	188993	177450
2063	189098	177371
2064	189223	177311
2065	189349	177252
2066	189474	177190
2067	189612	177143
2068	189718	177064
2069	189845	177005
2070	189988	176961
2071	190118	176905
2072	190248	176849
2073	190360	176776
2074	190478	176709
2075	190592	176637
2076	190722	176581
2077	190865	176536
2078	190976	176462
2079	191099	176399
2080	191223	176337
2081	191339	176267
2082	191492	176232
2083	191602	176156
2084	191724	176091
2085	191846	176027
2086	191953	175949
2087	192062	175873
2088	192196	175819
2089	192298	175737
2090	192413	175665
2091	192529	175596
2092	192707	175581
2093	192866	175550
2094	192961	175461
2095	193064	175378
2096	193189	175317
2097	193295	175236
2098	193410	175166
2099	193624	175183
2100	193757	175128
2101	193917	175097
2102	194012	175008
2103	194124	174933
2104	194251	174872
2105	194336	174773
2106	194487	174734
2107	194605	174664
2108	194713	174586
2109	194825	174512
2110	194962	174459
2111	195128	174433
2112	195286	174399
2113	195402	174327
2114	195541	174276
2115	195655	174203
2116	195777	174137
2117	195902	174073
2118	196020	174004
2119	196155	173949
2120	196279	173885
2121	196417	173832
2122	196567	173790
2123	196670	173707
2124	196791	173639
2125	196915	173574
2126	197016	173488
2127	197104	173392
2128	197245	173342
2129	197367	173275
2130	197472	173193
2131	197574	173109
2132	197780	173116
2133	197896	173043
2134	198020	172978
2135	198147	172915
2136	198266	172845
2137	198400	172788
2138	198516	172716
2139	198637	172647
2140	198739	172562
2141	198880	172511
2142	199094	172523
2143	199199	172441
2144	199310	172363
2145	199428	172293
2146	199547	172222
2147	199655	172142
2148	199778	172075
2149	199919	172023
2150	200051	171964
2151	200249	171961
2152	200358	171882
2153	200504	171834
2154	200648	171784
2155	200771	171717
2156	200885	171642
2157	200988	171557
2158	201132	171507
2159	201272	171454
2160	201421	171408
2161	201586	171376
2162	201703	171303
2163	201823	171233
2164	201945	171164
2165	202065	171093
2166	202178	171016
2167	202319	170963
2168	202416	170873
2169	202526	170794
2170	202707	170774
2171	202873	170742
2172	203012	170687
2173	203145	170627
2174	203298	170583
2175	203428	170521
2176	203548	170450
2177	203668	170378
2178	203791	170309
2179	203909	170236
2180	204004	170144
2181	204168	170109
2182	204354	170092
2183	204496	170039
2184	204644	169991
2185	204807	169954
2186	204954	169905
2187	205085	169842
2188	205188	169756
2189	205301	169678
2190	205527	169693
2191	205620	169599
2192	205747	169533
2193	205877	169469
2194	205986	169387
2195	206126	169331
2196	206241	169255
2197	206358	169180
2198	206449	169084
2199	206577	169017
2200	206703	168950
2201	206815	168871
2202	206946	168807
2203	207059	168729
2204	207147	168630
2205	207278	168566
2206	207396	168492
2207	207513	168416
2208	207672	168375
2209	207812	168318
2210	207949	168259
2211	208062	168180
2212	208173	168100
2213	208296	168029
2214	208402	167945
2215	208507	167860
2216	208613	167775
2217	208750	167715
2218	208922	167684
2219	209070	167633
2220	209187	167556
2221	209285	167465
2222	209384	167375
2223	209495	167294
2224	209595	167205
2225	209731	167144
2226	209846	167066
2227	209954	166983
2228	210063	166901
2229	210229	166864
2230	210365	166802
2231	210467	166714
2232	210554	166614
2233	210673	166539
2234	210783	166457
2235	210905	166385
2236	210995	166287
2237	211133	166227
2238	211231	166135
2239	211338	166052
2240	211529	166033
2241	211671	165976
2242	211774	165888
2243	211879	165802
2244	211981	165714
2245	212122	165655
2246	212253	165590
2247	212349	165496
2248	212460	165415
2249	212626	165376
2250	212785	165331
2251	212931	165276
2252	213055	165205
2253	213154	165113
2254	213256	165025
2255	213384	164957
2256	213491	164872
2257	213617	164801
2258	213741	164729
2259	213843	164640
2260	213990	164586
2261	214166	164554
2262	214307	164495
2263	214412	164408
2264	214535	164335
2265	214655	164259
2266	214779	164187
2267	214888	164103
2268	215010	164029
2269	215134	163957
2270	215340	163947
2271	215452	163865
2272	215580	163795
2273	215715	163731
2274	215835	163655
2275	215954	163578
2276	216047	163482
2277	216166	163406
2278	216280	163325
2279	216435	163275
2280	216618	163247
2281	216730	163165
2282	216851	163090
2283	216974	163015
2284	217107	162949
2285	217228	162873
2286	217330	162784
2287	217451	162708
2288	217580	162638
2289	217769	162613
2290	217910	162553
2291	218039	162483
2292	218164	162409
2293	218295	162341
2294	218395	162250
2295	218526	162181
2296	218626	162090
2297	218731	162002
2298	218851	161925
2299	218980	161854
2300	219170	161829
2301	219310	161767
2302	219418	161681
2303	219517	161589
2304	219656	161526
2305	219788	161457
2306	219929	161395
2307	220054	161322
2308	220186	161254
2309	220402	161246
2310	220517	161165
2311	220632	161084
2312	220754	161008
2313	220873	160930
2314	220978	160841
2315	221119	160779
2316	221249	160709
2317	221351	160618
2318	221544	160593
2319	221677	160524
2320	221790	160442
2321	221901	160358
2322	222020	160279
2323	222135	160197
2324	222269	160129
2325	222399	160059
2326	222580	160024
2327	222790	160010
2328	222902	159926
2329	223027	159852
2330	223139	159768
2331	223252	159684
2332	223383	159614
2333	223513	159543
2334	223623	159457
2335	223746	159380
2336	223924	159344
2337	224062	159277
2338	224165	159187
2339	224377	159173
2340	224539	159124
2341	224709	159081
2342	224801	158982
2343	224926	158907
2344	225107	158870
2345	225280	158829
2346	225433	158773
2347	225580	158713
2348	225686	158624
2349	225806	158545
2350	225931	158468
2351	226088	158415
2352	226213	158340
2353	226397	158305
2354	226538	158240
2355	226651	158155
2356	226764	158071
2357	226893	157998
2358	227009	157915
2359	227128	157835
2360	227249	157756
2361	227350	157663
2362	227491	157597
2363	227740	157607
2364	227840	157513
2365	227945	157423
2366	228083	157355
2367	228202	157274
2368	228334	157202
2369	228461	157127
2370	228578	157045
2371	228694	156962
2372	228890	156934
2373	229016	156858
2374	229162	156795
2375	229284	156716
2376	229398	156631
2377	229541	156567
2378	229656	156483
2379	229785	156408
2380	229919	156337
2381	230075	156281
2382	230220	156217
2383	230355	156147
2384	230484	156072
2385	230599	155988
2386	230702	155895
2387	230834	155823
2388	230963	155747
2389	231108	155684
2390	231228	155602
2391	231424	155573
2392	231555	155499
2393	231695	155431
2394	231810	155346
2395	231959	155285
2396	232075	155200
2397	232200	155123
2398	232329	155047
2399	232546	155031
2400	232703	154973
2401	232841	154904
2402	232959	154821
2403	233102	154754
2404	233221	154672
2405	233332	154584
2406	233437	154493
2407	233575	154423
2408	233741	154372
2409	233938	154341
2410	234050	154254
2411	234153	154160
2412	234303	154098
2413	234426	154018
2414	234571	153952
2415	234704	153879
2416	234833	153802
2417	234976	153735
2418	235157	153693
2419	235291	153620
2420	235412	153538
2421	235519	153447
2422	235637	153363
2423	235765	153286
2424	235868	153192
2425	235992	153113
2426	236134	153044
2427	236332	153012
2428	236476	152945
2429	236607	152869
2430	236721	152783
2431	236815	152683
2432	236929	152597
2433	237069	152527
2434	237172	152433
2435	237289	152348
2436	237507	152328
2437	237650	152259
2438	237770	152177
2439	237879	152086
2440	237995	152001
2441	238119	151920
2442	238246	151841
2443	238356	151752
2444	238474	151667
2445	238604	151591
2446	238789	151548
2447	238907	151463
2448	239044	151391
2449	239165	151308
2450	239245	151200
2451	239387	151130
2452	239508	151047
2453	239638	150970
2454	239749	150881
2455	239891	150811
2456	240010	150726
2457	240155	150658
2458	240307	150595
2459	240408	150499
2460	240528	150415
2461	240675	150349
2462	240789	150261
2463	240913	150179
2464	241031	150094
2465	241162	150017
2466	241330	149963
2467	241486	149901
2468	241720	149888
2469	241872	149823
2470	242030	149762
2471	242150	149678
2472	242272	149595
2473	242440	149540
2474	242619	149493
2475	242731	149403
2476	242847	149316
2477	242984	149242
2478	243132	149174
2479	243294	149116
2480	243420	149035
2481	243530	148944
2482	243650	148859
2483	243837	148815
2484	244021	148769
2485	244140	148683
2486	244292	148618
2487	244436	148547
2488	244572	148473
2489	244744	148419
2490	244873	148339
2491	244999	148258
2492	245115	148170
2493	245271	148106
2494	245433	148047
2495	245554	147962
2496	245672	147875
2497	245838	147818
2498	245984	147748
2499	246104	147662
2500	246264	147601
2501	246401	147525
2502	246507	147431
2503	246653	147361
2504	246815	147301
2505	246934	147214
2506	247096	147153
2507	247258	147093
2508	247458	147054
2509	247577	146968
2510	247712	146891
2511	247837	146808
2512	247981	146736
2513	248100	146649
2514	248246	146578
2515	248387	146505
2516	248580	146462
2517	248707	146379
2518	248851	146307
2519	248976	146224
2520	249106	146143
2521	249235	146062
2522	249379	145990
2523	249511	145910
2524	249620	145817
2525	249764	145745
2526	249950	145697
2527	250090	145622
2528	250222	145542
2529	250342	145455
2530	250467	145372
2531	250612	145299
2532	250764	145231
2533	250882	145143
2534	251014	145063
2535	251150	144986
2536	251303	144918
2537	251464	144854
2538	251620	144788
2539	251744	144703
2540	251856	144611
2541	251996	144536
2542	252129	144456
2543	252237	144362
2544	252356	144274
2545	252528	144216
2546	252705	144162
2547	252957	144149
2548	253134	144094
2549	253281	144022
2550	253404	143936
2551	253547	143862
2552	253680	143782
2553	253842	143718
2554	254011	143658
2555	254180	143597
2556	254334	143529
2557	254468	143449
2558	254646	143394
2559	254818	143335
2560	254952	143255
2561	255050	143154
2562	255201	143084
2563	255392	143035
2564	255526	142955
2565	255732	142915
2566	255889	142847
2567	256022	142766
2568	256174	142696
2569	256326	142625
2570	256459	142543
2571	256625	142481
2572	256781	142412
2573	256968	142361
2574	257164	142314
2575	257343	142258
2576	257519	142200
2577	257691	142140
2578	257848	142071
2579	258023	142012
2580	258188	141948
2581	258384	141901
2582	258493	141805
2583	258599	141709
2584	258800	141664
2585	259062	141652
2586	259204	141575
2587	259350	141500
2588	259518	141437
2589	259735	141400
2590	259873	141320
2591	260006	141237
2592	260147	141159
2593	260318	141097
2594	260457	141018
2595	260619	140951
2596	260811	140900
2597	261022	140859
2598	261148	140773
2599	261299	140699
2600	261449	140625
2601	261594	140549
2602	261710	140457
2603	261857	140381
2604	262057	140334
2605	262267	140291
2606	262410	140214
2607	262554	140136
2608	262700	140060
2609	262847	139983
2610	263000	139910
2611	263150	139836
2612	263300	139761
2613	263467	139696
2614	263628	139627
2615	263819	139574
2616	263947	139487
2617	264108	139418
2618	264243	139335
2619	264395	139261
2620	264535	139181
2621	264690	139108
2622	264857	139042
2623	265042	138985
2624	265195	138911
2625	265342	138834
2626	265475	138750
2627	265627	138675
2628	265781	138602
2629	265968	138546
2630	266171	138498
2631	266331	138427
2632	266484	138353
2633	266628	138274
2634	266775	138196
2635	266919	138117
2636	267097	138056
2637	267248	137980
2638	267450	137930
2639	267624	137866
2640	267793	137800
2641	267923	137713
2642	268105	137653
2643	268238	137568
2644	268387	137491
2645	268509	137400
2646	268707	137348
2647	268894	137290
2648	269042	137212
2649	269215	137147
2650	269351	137063
2651	269524	136998
2652	269661	136914
2653	269816	136839
2654	269987	136773
2655	270201	136728
2656	270337	136644
2657	270485	136565
2658	270615	136477
2659	270757	136396
2660	270883	136306
2661	271020	136222
2662	271184	136152
2663	271409	136112
2664	271520	136015
2665	271672	135938
2666	271809	135853
2667	271957	135774
2668	272092	135689
2669	272260	135620
2670	272417	135545
2671	272638	135502
2672	272775	135418
2673	272907	135330
2674	273031	135239
2675	273177	135159
2676	273322	135078
2677	273487	135007
2678	273622	134921
2679	273817	134865
2680	274006	134805
2681	274186	134742
2682	274307	134648
2683	274471	134577
2684	274604	134489
2685	274757	134412
2686	274907	134333
2687	275060	134255
2688	275261	134201
2689	275420	134126
2690	275582	134053
2691	275714	133965
2692	275862	133884
2693	275994	133796
2694	276144	133717
2695	276350	133664
2696	276512	133591
2697	276681	133521
2698	276810	133431
2699	276964	133353
2700	277102	133267
2701	277280	133201
2702	277415	133114
2703	277602	133051
2704	277780	132985
2705	277935	132907
2706	278066	132818
2707	278203	132732
2708	278342	132646
2709	278508	132574
2710	278613	132472
2711	278784	132402
2712	278933	132321
2713	279098	132248
2714	279259	132172
2715	279455	132113
2716	279594	132027
2717	279756	131952
2718	279858	131849
2719	280044	131785
2720	280215	131714
2721	280390	131645
2722	280527	131558
2723	280677	131477
2724	280835	131400
2725	280995	131323
2726	281126	131233
2727	281253	131141
2728	281382	131050
2729	281551	130978
2730	281675	130884
2731	281851	130815
2732	282049	130756
2733	282265	130705
2734	282399	130616
2735	282559	130538
2736	282693	130450
2737	282843	130368
2738	283018	130297
2739	283191	130226
2740	283386	130165
2741	283566	130097
2742	283732	130022
2743	283861	129930
2744	284001	129843
2745	284153	129762
2746	284311	129684
2747	284466	129604
2748	284637	129531
2749	284794	129452
2750	285006	129397
2751	285194	129332
2752	285371	129262
2753	285524	129180
2754	285681	129100
2755	285853	129028
2756	286022	128954
2757	286215	128890
2758	286425	128834
2759	286598	128761
2760	286775	128690
2761	286894	128593
2762	287036	128506
2763	287190	128425
2764	287347	128344
2765	287527	128275
2766	287765	128230
2767	288023	128195
2768	288186	128117
2769	288334	128033
2770	288495	127954
2771	288656	127875
2772	288796	127786
2773	289030	127740
2774	289161	127648
2775	289337	127575
2776	289485	127490
2777	289635	127406
2778	289814	127334
2779	289993	127263
2780	290214	127209
2781	290386	127135
2782	290551	127057
2783	290680	126963
2784	290859	126892
2785	291005	126805
2786	291145	126716
2787	291305	126636
2788	291516	126577
2789	291702	126508
2790	291853	126424
2791	292010	126342
2792	292182	126267
2793	292342	126186
2794	292492	126101
2795	292658	126023
2796	292901	125977
2797	293026	125882
2798	293202	125808
2799	293499	125785
2800	293700	125721
2801	293901	125658
2802	294130	125606
2803	294313	125534
2804	294437	125437
2805	294570	125344
2806	294706	125252
2807	294883	125178
2808	295033	125092
2809	295216	125020
2810	295397	124947
2811	295608	124887
2812	295725	124787
2813	295877	124701
2814	296046	124623
2815	296186	124532
2816	296327	124442
2817	296501	124366
2818	296699	124300
2819	296894	124232
2820	297104	124170
2821	297302	124104
2822	297476	124027
2823	297690	123967
2824	297840	123880
2825	298058	123821
2826	298267	123759
2827	298449	123685
2828	298624	123608
2829	298824	123542
2830	298973	123454
2831	299154	123380
2832	299309	123294
2833	299627	123276
2834	299810	123202
2835	299998	123130
2836	300154	123045
2837	300324	122965
2838	300476	122878
2839	300641	122797
2840	300806	122715
2841	301012	122650
2842	301288	122613
2843	301499	122550
2844	301675	122472
2845	301839	122390
2846	302059	122330
2847	302252	122259
2848	302440	122186
2849	302714	122148
2850	302859	122057
2851	303027	121975
2852	303209	121900
2853	303385	121822
2854	303562	121744
2855	303776	121680
2856	304031	121633
2857	304197	121551
2858	304388	121478
2859	304534	121387
2860	304690	121301
2861	304863	121220
2862	305095	121164
2863	305322	121105
2864	305469	121014
2865	305629	120929
2866	305788	120843
2867	306097	120816
2868	306273	120737
2869	306560	120701
2870	306694	120605
2871	306860	120522
2872	307031	120440
2873	307196	120356
2874	307345	120265
2875	307515	120183
2876	307673	120096
2877	307931	120048
2878	308078	119957
2879	308249	119874
2880	308377	119776
2881	308520	119682
2882	308684	119597
2883	308825	119503
2884	308979	119415
2885	309195	119349
2886	309371	119269
2887	309551	119190
2888	309685	119093
2889	309845	119006
2890	310000	118917
2891	310171	118834
2892	310330	118747
2893	310574	118692
2894	310707	118594
2895	310883	118513
2896	311022	118418
2897	311171	118326
2898	311319	118234
2899	311481	118148
2900	311642	118060
2901	311917	118017
2902	312087	117933
2903	312421	117911
2904	312576	117821
2905	312789	117753
2906	312967	117672
2907	313207	117614
2908	313375	117529
2909	313556	117449
2910	313714	117359
2911	313904	117282
2912	314074	117198
2913	314316	117140
2914	314585	117092
2915	314786	117019
2916	315016	116956
2917	315168	116864
2918	315359	116787
2919	315504	116693
2920	315702	116618
2921	315867	116531
2922	316088	116465
2923	316283	116388
2924	316459	116305
2925	316755	116266
2926	317071	116234
2927	317370	116195
2928	317653	116151
2929	317817	116063
2930	318030	115992
2931	318219	115913
2932	318390	115827
2933	318567	115743
2934	318868	115705
2935	319123	115649
2936	319379	115594
2937	319570	115515
2938	319733	115426
2939	319889	115334
2940	320031	115237
2941	320242	115165
2942	320475	115100
2943	320665	115021
2944	320817	114927
2945	320994	114843
2946	321199	114768
2947	321391	114689
2948	321668	114640
2949	322074	114636
2950	322267	114557
2951	322513	114496
2952	322734	114427
2953	322944	114353
2954	323221	114303
2955	323427	114228
2956	323659	114161
2957	323823	114071
2958	324057	114005
2959	324186	113903
2960	324387	113826
2961	324577	113744
2962	324868	113698
2963	325079	113624
2964	325400	113588
2965	325553	113493
2966	325715	113402
2967	325920	113325
2968	326229	113284
2969	326531	113241
2970	326702	113152
2971	326878	113065
2972	327095	112992
2973	327312	112919
2974	327592	112867
2975	327854	112810
2976	328075	112737
2977	328359	112687
2978	328619	112628
2979	328801	112542
2980	329133	112508
2981	329335	112428
2982	329624	112379
2983	329951	112342
2984	330152	112263
2985	330373	112189
2986	330616	112123
2987	330882	112065
2988	331198	112024
2989	331471	111968
2990	331673	111888
2991	331946	111832
2992	332156	111754
2993	332417	111694
2994	332802	111674
2995	333031	111603
2996	333317	111550
2997	333577	111489
2998	333777	111407
2999	334123	111374
3000	334409	111321
3001	334636	111248
3002	334881	111181
3003	335146	111120
3004	335346	111038
3005	335604	110975
3006	335871	110914
3007	336048	110824
3008	336223	110733
3009	336418	110649
3010	336625	110568
3011	336808	110480
3012	337186	110455
3013	337370	110367
3014	337567	110283
3015	337773	110201
3016	337963	110115
3017	338252	110060
3018	338472	109983
3019	338753	109926
3020	339003	109859
3021	339214	109778
3022	339469	109712
3023	339741	109652
3024	340026	109595
3025	340265	109523
3026	340464	109439
3027	340673	109357
3028	340929	109291
3029	341237	109241
3030	341463	109164
3031	341719	109097
3032	341947	109021
3033	342194	108951
3034	342433	108879
3035	342666	108804
3036	343012	108765
3037	343230	108686
3038	343540	108635
3039	343796	108567
3040	344037	108494
3041	344333	108438
3042	344640	108386
3043	344853	108304
3044	345075	108225
3045	345489	108206
3046	345733	108133
3047	346022	108075
3048	346233	107992
3049	346427	107903
3050	346639	107820
3051	346764	107710
3052	347019	107640
3053	347390	107606
3054	347703	107554
3055	347905	107468
3056	348144	107393
3057	348367	107312
3058	348611	107238
3059	348871	107169
3060	349067	107080
3061	349254	106989
3062	349504	106916
3063	349675	106819
3064	349912	106743
3065	350185	106677
3066	350489	106621
3067	350705	106537
3068	350958	106465
3069	351203	106390
3070	351418	106306
3071	351655	106229
3072	351981	106178
3073	352174	106087
3074	352458	106024
3075	352707	105949
3076	352976	105881
3077	353282	105824
3078	353571	105761
3079	353852	105696
3080	354010	105594
3081	354282	105526
3082	354544	105454
3083	354739	105363
3084	354978	105285
3085	355152	105187
3086	355416	105116
3087	355664	105040
3088	355925	104968
3089	356198	104899
3090	356439	104821
3091	356711	104752
3092	357011	104690
3093	357385	104651
3094	357611	104568
3095	357885	104498
3096	358084	104407
3097	358309	104323
3098	358599	104258
3099	359058	104242
3100	359385	104188
3101	359675	104122
3102	359891	104035
3103	360113	103950
3104	360434	103893
3105	360716	103825
3106	360987	103753
3107	361183	103660
3108	361365	103562
3109	361591	103477
3110	361968	103436
3111	362289	103378
3112	362475	103281
3113	362699	103195
3114	363091	103157
3115	363299	103067
3116	363657	103018
3117	363933	102947
3118	364255	102888
3119	364490	102805
3120	364759	102730
3121	365218	102710
3122	365554	102654
3123	365801	102574
3124	366196	102535
3125	366733	102535
3126	367093	102485
3127	367300	102393
3128	367566	102317
3129	368193	102341
3130	368426	102255
3131	368725	102188
3132	369028	102121
3133	369274	102039
3134	369630	101987
3135	369906	101912
3136	370198	101842
3137	370405	101749
3138	370639	101663
3139	370826	101564
3140	371275	101536
3141	371522	101453
3142	371984	101428
3143	372298	101363
3144	372629	101303
3145	372855	101213
3146	373122	101135
3147	373439	101070
3148	373744	101002
3149	374179	100969
3150	374538	100914
3151	374819	100839
3152	375071	100756
3153	375431	100702
3154	375677	100617
3155	375874	100519
3156	376122	100434
3157	376329	100338
3158	376758	100302
3159	377016	100219
3160	377293	100142
3161	377475	100039
3162	377724	99954
3163	377969	99868
3164	378314	99808
3165	378518	99710
3166	378792	99631
3167	379038	99545
3168	379391	99486
3169	379782	99438
3170	380118	99375
3171	380389	99294
3172	380690	99221
3173	381009	99153
3174	381310	99080
3175	381619	99009
3176	381902	98931
3177	382199	98857
3178	382526	98790
3179	382843	98720
3180	383108	98637
3181	383333	98543
3182	383573	98454
3183	383853	98374
3184	384242	98322
3185	384559	98252
3186	384814	98165
3187	384985	98057
3188	385254	97974
3189	385537	97895
3190	385809	97812
3191	386101	97735
3192	386314	97637
3193	386553	97546
3194	386826	97463
3195	387249	97418
3196	387451	97317
3197	387700	97228
3198	387859	97116
3199	388115	97028
3200	388379	96943
3201	388680	96866
3202	388974	96788
3203	389205	96694
3204	389661	96655
3205	390042	96598
3206	390505	96561
3207	390713	96460
3208	390955	96368
3209	391219	96281
3210	391460	96188
3211	391868	96137
3212	392210	96068
3213	392417	95967
3214	392673	95878
3215	392886	95778
3216	393114	95681
3217	393380	95594
